GLOBALID,OBJECTID,TrafficStudyID,Request Number,Traffic Study Type,Associated File,Associated File Link,Main Street Name,Street Name 2,Street Name 3,Street Name 4,Street Name 5,Civic Address,Start Date,Finish Date,Year,Equipment Type,Start Day of Week,Finish Day of Week,AM Peak,PM Peak,Off Peak,Duration,85th Percentile Speed,Warrant Points,AAWT,Add Date,Modified Date,x,y
ab833c4d-391d-494f-984a-52ddef80337a,10078,TRFSDY15903,23RQ605,VOL,23VOL605.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL605.pdf,OAKWOOD CRT,OAKWOOD AVE,END,,,22,6/12/2023 12:00:00 AM,6/18/2023 12:00:00 AM,2023,,,,,,,7 DAYS,29,,164,7/12/2024 11:52:10 AM,7/11/2025 12:38:08 PM,-7073046.5496,5570956.6148
2f94933c-5b9e-46b2-89b3-700485e585dc,10079,TRFSDY14833,23RQ224,VOL,23VOL224.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL224.xlsx,BARKTON LN,RADCLIFFE DR,END,,,23,,10/12/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,41,,406,5/24/2024 2:02:44 PM,7/11/2025 12:38:08 PM,-7086691.8996,5568833.3149
c44f754b-a624-4c3d-a6b9-0d9bbbc63aed,10080,TRFSDY6210,16PED037,PED,16PED037.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/16PED037.pdf,PLEASANT ST,ARTHUR ST,,,,,6/7/2016 12:00:00 AM,,2016,,,,Y,Y,Y,,,,,5/7/2019 12:13:59 PM,7/17/2025 12:46:53 PM,-7074553.8852,5568110.5168
ad6f9cf8-1d0a-4c8b-a18a-dbb842eeee81,10081,TRFSDY6610,16PED293,PED,16PED293.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/16PED293.pdf,ATHOLEA DR,CALDWELL RD,,,,,8/19/2016 12:00:00 AM,,2016,,,,Y,Y,Y,,,,,5/7/2019 12:14:12 PM,7/11/2025 12:38:08 PM,-7066584.0887,5565760.4261
a9d48de8-9ca5-4b4f-b951-29bcbc457657,10082,TRFSDY22201,25RQ506,SPD,25SPD506.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/25SPD506.xlsx,CIRCASSION DR,POPLAR DR,FOREST HILLS PKWY,,,33,10/17/2025 12:00:00 AM,10/28/2025 12:00:00 AM,2025,RADAR,,,,,,7 DAYS,50,0,1840,12/3/2025 3:41:55 PM,12/3/2025 3:41:55 PM,-7068043.2615,5570888.196
7cfbd3d6-6665-4817-842c-b43505c5251b,10083,TRFSDY6389,14PED167,PED,14PED167.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14PED167.pdf,BEAVER BANK CROSS RD,JUBILEE LANE,SACKVILLE DR,,,,11/12/2014 12:00:00 AM,,2014,,,,Y,Y,Y,,,,,5/7/2019 12:13:59 PM,7/11/2025 12:38:08 PM,-7091544.6158,5587210.164
ae75a26f-ec44-49f1-aa50-41f2d861b34d,10084,TRFSDY19269,23RQ856,TMC,23TM856.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23TM856.pdf,PORTLAND ST,GASTON RD,,,,,11/9/2023 12:00:00 AM,11/9/2023 12:00:00 AM,,MIOVISION,THURS,,,,,6AM-6PM,,,,6/20/2025 12:20:03 PM,7/17/2025 12:52:47 PM,-7073779.2863,5569277.4708
ebe74e6b-d179-4285-8f5b-9c47f936453b,10085,TRFSDY21444,18RQ346,SPD,18SPD346.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/18SPD346.pdf,CELTIC DR,OATHILL CRES,SOMERSET ST,,,67,9/6/2018 12:00:00 AM,9/13/2018 12:00:00 AM,2018,RADAR,,,,,,,47,,1171,10/30/2025 11:36:54 AM,10/30/2025 11:36:54 AM,-7074026.3152,5570485.1965
7774a199-8b2b-4373-885a-49a5fefeb4c8,10086,TRFSDY6716,14PED269,PED,14PED269.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14PED269.pdf,BELL RD,SUMMER ST,TROLLOPE ST,,,,10/22/2014 12:00:00 AM,,2014,,,,Y,Y,Y,,,,,5/7/2019 12:14:12 PM,7/16/2025 6:13:27 PM,-7078363.9814,5566087.8677
a8cf05b5-0ae2-4f6a-b9d8-51535559d046,10087,TRFSDY8263,21CLS564,CLS,21CLS564.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/21CLS564.pdf,ASPEN CRES,RIVERSIDE,RIVERSIDE,,,,6/28/2021 12:00:00 AM,6/28/2021 12:00:00 AM,2021,MIOVISION,MON,MON,,,,,,0,496,4/27/2022 5:58:36 PM,7/11/2025 12:38:08 PM,-7088798.9298,5586285.9565
cebc985d-6d96-4502-84d0-38ebf4860090,10088,TRFSDY6704,15PED307,PED,15PED307.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/15PED307.pdf,QUINPOOL RD,VERNON ST,QUINGATE PL,,,,9/22/2015 12:00:00 AM,,2015,,,,Y,Y,N,,,,,5/7/2019 12:14:12 PM,7/16/2025 1:56:11 PM,-7079179.5839,5566040.3849
c897a46f-86bd-4823-b1b3-8d741a7da8d3,10089,TRFSDY7914,20SPD526,SPD,20SPD526.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/20SPD526.pdf,YORK ST,PRESTON ST,Oxford,,,6323,2/28/2021 12:00:00 AM,3/6/2021 12:00:00 AM,2021,RADAR,SUN,SAT,,,,7 DAYS,48,,320,4/19/2022 5:59:29 PM,7/15/2025 11:33:24 AM,-7079630.3555,5565428.5135
8ed8ba80-52ee-4e20-9cd1-1a4694b757e7,10090,TRFSDY6493,17PED053,PED,17PED053.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/17PED053.pdf,COW BAY RD,MAIN RD,SHORE RD,,,,5/16/2017 12:00:00 AM,,2017,,,,Y,Y,Y,,,,,5/7/2019 12:14:12 PM,7/11/2025 12:38:08 PM,-7068131.8963,5560605.3105
03ca3381-06bc-4b0d-9aaa-c55fec9435f9,10091,TRFSDY21455,18RQ329,SPD,18SPD329.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/18SPD329.xlsx,KEARNEY LAKE RD,HAMSHAW DR,HIGHWAY 102,,,,9/12/2018 12:00:00 AM,9/13/2018 12:00:00 AM,2018,RADAR,,,,,,,71,,6036,10/30/2025 11:36:54 AM,10/30/2025 11:36:54 AM,-7088753.0209,5572231.6526
e7db9cff-49f9-41ff-93d7-12b45b47ca43,10092,TRFSDY4209,18VOL109,VOL,18VOL109.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/18VOL109.pdf,NORM NEWMAN DR,BAKER DR,EISENER BLVD,,,,5/24/2018 12:00:00 AM,,2018,,,,,,,,,,14559,5/7/2019 12:13:12 PM,7/15/2025 11:33:24 AM,-7071938.2475,5569662.9804
d73178c2-a223-4d09-9439-1842a3aaff17,10093,TRFSDY6848,17PED365,PED,17PED365.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/17PED365.pdf,PURCELLS COVE RD,,,,,210,8/26/2017 12:00:00 AM,,2017,,,,Y,Y,Y,,,,,5/7/2019 12:14:12 PM,7/11/2025 12:38:08 PM,-7080484.2372,5562633.1721
ce709144-bf2f-4d1f-abcf-cb94a0952fe2,10094,TRFSDY6662,16PED241,PED,16PED241.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/16PED241.pdf,DRYSDALE RD,HERRING COVE RD,,,,,6/21/2016 12:00:00 AM,,2016,,,,Y,Y,N,,,,,5/7/2019 12:14:12 PM,7/17/2025 3:51:33 PM,-7081497.5586,5559797.6123
e8c94e01-5aa7-4223-bc62-03301a293853,10095,TRFSDY16117,23RQ561,CLS,23CLS561FHWA.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23CLS561FHWA.pdf,AVERY AVE,BOWSER AVE,END,,,8,6/3/2023 12:00:00 AM,6/9/2023 12:00:00 AM,2023,,,,,,,7 DAYS,38,,104,7/12/2024 11:52:10 AM,11/4/2025 5:09:44 PM,-7072940.64,5570704.5117
934c9a1d-519b-459c-a151-6c2f13ab8d0b,10096,TRFSDY8146,21SPD229,SPD,21SPD229.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/21SPD229.xlsx,SPINNAKER DR,ANCHOR DR,ANCHOR DR,,,154,5/18/2021 12:00:00 AM,5/26/2021 12:00:00 AM,2021,,TUES,WED,,,,7 DAYS,36,,,4/19/2022 5:59:29 PM,7/11/2025 12:38:08 PM,-7095896.6243,5567905.8399
d4131e87-7557-46fe-b946-6eaf89caff32,10097,TRFSDY8165,21SPD424,SPD,21SPD424.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/21SPD424.xlsx,VREGE CT,BRENDA DR,BRENDA DR,,,23,2/21/2021 12:00:00 AM,2/28/2021 12:00:00 AM,2021,,SUN,SUN,,,,7 DAYS,56,,,4/19/2022 5:59:29 PM,7/11/2025 12:38:08 PM,-7095800.4788,5577505.9587
813e75d5-8355-4c04-8562-22fa65e8ff9b,10098,TRFSDY15879,23RQ514,VOL,23VOL514.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL514.xlsx,EDWARD ST,UNIVERSITY AVE,SOUTH ST,,,1252,9/25/2023 12:00:00 AM,10/3/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,45,,668,7/12/2024 11:52:10 AM,7/11/2025 12:38:08 PM,-7078416.4143,5564569.8478
1e8b967f-65d4-41f8-94ec-2fb348501cc4,10099,TRFSDY18662,25RQ089,VOL,25VOL089.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/25VOL089.xlsx,SMOKEY DR,GLENDALE DR,STOKIL DR,,,75,3/20/2025 12:00:00 AM,3/27/2025 12:00:00 AM,,RADAR,,,,,,7 DAYS,,,,6/13/2025 6:39:39 PM,7/11/2025 12:38:08 PM,-7089959.8284,5587478.0708
b92bee13-87fb-46b1-8d26-c59bc11658a0,10100,TRFSDY7364,19VOL071,VOL,19VOL071.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/19VOL071.xlsx,STATES LANE,BEECH TREE RUN,BEECH TREE RUN,,,202,7/8/2019 3:00:00 AM,7/16/2019 12:00:00 AM,2019,RADAR,MON,TUES,,,,7 DAYS,46,,187,3/15/2021 4:45:51 PM,10/6/2025 12:20:22 PM,-7089375.8308,5563856.1709
e2fd9d7c-9a41-49e1-a3a9-5de2adc390ef,10101,10563,19VOL106,VOL,19VOL106.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/19VOL106.pdf,GRENNAN DR,SMOKEY DR,STOKIL DR,,,49,6/24/2019 3:00:00 AM,7/2/2019 3:00:00 AM,2019,ATR,MON,TUES,,,,,,,1442,8/27/2020 3:14:00 AM,7/11/2025 12:38:08 PM,-7089876.3507,5587985.8418
801eb545-4964-4eef-9104-50ae4f92e5b4,10102,TRFSDY5625,17TM023,TMC,17TM023.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/17TM023.pdf,FERNHILL DR,WINDMILL RD,,,,,5/18/2017 12:00:00 AM,,2017,,,,Y,Y,Y,,,,,5/7/2019 12:13:59 PM,7/17/2025 11:43:05 AM,-7079574.2183,5571630.5702
d240e9b4-2449-467f-9b26-c4f532899dbd,10103,TRFSDY7961,20VOL509,VOL,20VOL509.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/20VOL509.pdf,Lynn Rd,Bermuda,Melwood,,,20,11/23/2020 12:00:00 AM,11/29/2020 12:00:00 AM,2020,RADAR,MON,SUN,,,,7 DAYS,48,,182,4/19/2022 5:59:29 PM,7/11/2025 12:38:08 PM,-7082728.3472,5564457.9348
175a035f-7828-465d-8d63-4305390cd20f,10104,TRFSDY22175,25RQ656,SPD,25SPD656.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/25SPD656.xlsx,CRESTHAVEN DR,CASTLE HILL DR,BEDFORD HWY,,,164,11/7/2025 12:00:00 AM,11/18/2025 12:00:00 AM,2025,RADAR,,,,,,7 DAYS,46,0,592,12/3/2025 3:41:55 PM,12/3/2025 3:41:55 PM,-7086876.2514,5572173.5684
faf30585-a29a-47d4-a8d1-cab46a6f07d8,10105,TRFSDY6454,16PED234,PED,16PED234.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/16PED234.pdf,GLENDALE DR,RIVERSIDE DR,,,,,6/15/2016 12:00:00 AM,,2016,,,,Y,Y,N,,,,,5/7/2019 12:13:59 PM,7/17/2025 11:26:49 AM,-7089027.0532,5586761.1519
22c16c20-caeb-4eb5-9bdd-0af25d6d6d04,10106,TRFSDY15283,23RQ528,OBSV,,,PORTLAND ST,SPRING AVE,PORTLAND ESTATES BLVD,,,,,5/24/2023 12:00:00 AM,2023,MIOVISION,,,,,,6AM-9PM X3,,,,5/24/2024 2:02:44 PM,7/17/2025 12:55:27 PM,-7070820.0212,5569995.5211
635c5f57-5045-4150-a196-16898dd5cb21,10107,TRFSDY16369,24RQ357,VOL,24VOL357.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24VOL357.xlsx,JUBILEE LANE,OLD SACKVILLE RD,SACKVILLE DR,,,52,6/26/2024 12:00:00 AM,7/5/2024 12:00:00 AM,2024,RADAR,,,,,,7 DAYS,49,,184,9/18/2024 11:54:12 AM,7/11/2025 12:38:08 PM,-7091605.4533,5586879.667
da5b1b9d-094d-45e6-bf23-1ad935a35b28,10108,TRFSDY14954,23RQ669,VOL,23VOL669.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL669.pdf,HILLSBORO DR,HWY 7,KAREN DR,,,15,,7/13/2023 12:00:00 AM,2023,,,,,,,24HRS,,,2283,5/24/2024 2:02:44 PM,10/28/2025 6:19:59 PM,-7067981.8231,5573788.8582
98094830-39d5-49de-af53-93be8a9a4a3f,10109,TRFSDY16355,24RQ458,OBSV,N/A,,LOWER WATER ST,DUKE ST,,,,,7/17/2024 12:00:00 AM,7/18/2024 12:00:00 AM,2024,MIOVISION,WED,THURS,,,,2 DAYS,,,,9/18/2024 11:54:12 AM,7/16/2025 5:58:32 PM,-7076949.0418,5566531.5513
069aa6f7-e87e-4125-83f3-503ca69e5254,10110,TRFSDY16038,23RQ591,SPD,23SPD591.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD591.pdf,HENRY ST,COBURG RD,UNIVERSITY AVE,,,1403,7/26/2023 12:00:00 AM,8/1/2023 12:00:00 AM,2023,,,,,,,7 DAYS,46,,743,7/12/2024 11:52:10 AM,7/16/2025 2:51:32 PM,-7078622.4111,5564814.5435
47453f27-00e8-41d6-99f4-f9cb9ec9f241,10111,TRFSDY14969,23RQ685,VOL,23VOL685.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL685.pdf,AFRICVILLE RD,BARRINGTON ST,NORTH MARGINAL RD,,,5399,,7/4/2023 12:00:00 AM,2023,,,,,,,24HRS,,,1374,5/24/2024 2:02:44 PM,10/28/2025 5:54:20 PM,-7081628.3709,5570537.2586
ca2b7693-fc68-4b7c-964c-b8abd2add3d3,10112,TRFSDY10899,23SPD805,SPD,23SPD805.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD805.pdf,LOWER WATER ST,MORRIS ST,BISHOP ST,,,1326,10/8/2023 12:00:00 AM,10/10/2023 12:00:00 AM,2023,RADAR,SUN,TUES,,,,3 DAYS,37,,4256,7/27/2023 8:58:25 AM,7/11/2025 12:38:08 PM,-7076466.3125,5565457.5976
35d70d62-1be4-4a56-8cd1-1c2b5b866056,10113,TRFSDY6481,14PED168,PED,14PED168.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14PED168.pdf,BROOKDALE CRES,GLEN MANOR DR,MICMAC BLVD,,,,11/15/2014 12:00:00 AM,,2014,,,,Y,Y,Y,,,,,5/7/2019 12:14:12 PM,7/17/2025 4:42:57 PM,-7075460.0914,5571867.4054
6518c758-a46d-45f1-af80-8796556fd3e8,10114,TRFSDY22045,16RQ225,SPD,16SPD225a.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/16SPD225a.pdf,PETER BUCKLEY DR,OLD SACKVILLE RD,END,,,17,6/15/2016 12:00:00 AM,6/27/2016 12:00:00 AM,2016,,,,,,,,42,,503,12/3/2025 3:41:55 PM,12/3/2025 3:41:55 PM,-7091040.3963,5585456.7269
320dbe4d-39bf-423c-b6b9-897939b41045,10115,TRFSDY14946,23RQ644,VOL,23VOL644.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL644.xlsx,SUGAR MAPLE DR,NORWAY MAPLE DR,RED MAPLE DR,,,77,,10/28/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,44,,478,5/24/2024 2:02:44 PM,7/11/2025 12:38:08 PM,-7095405.9315,5567542.7055
d24e8da1-957a-44bf-9309-d02c91f2355b,10116,TRFSDY20236,24RQ662,TMC,24TM662.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/24TM662.pdf,LACEWOOD DR,PARKLAND DR,REGENCY PARK DR,,,,11/19/2024 12:00:00 AM,11/19/2024 12:00:00 AM,2024,MIOVISION,TUES,,,,,24 HOURS,,,,7/23/2025 12:25:53 PM,7/23/2025 12:36:28 PM,-7087652.4224,5567976.4461
75ba4229-2337-48b1-818a-0ed94ad41ba5,10117,TRFSDY8136,21TM409,TMC,21TM409.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/21TM409.pdf,SPRING GARDEN RD,SOUTH PARK ST,,,,,5/11/2021 12:00:00 AM,5/11/2021 12:00:00 AM,2021,,TUES,TUES,Y,,Y,,,,,4/19/2022 5:59:29 PM,7/16/2025 6:06:32 PM,-7077666.7841,5565381.8485
b837741a-5778-49c7-8ac4-adf5f7f64481,10118,TRFSDY22405,17RQ334,SPD,17SPD334a.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/17SPD334a.pdf,VERNON ST,COBURG RD,QUINPOOL RD,,,,8/2/2017 12:00:00 AM,8/15/2017 12:00:00 AM,2017,,,,,,,7 DAYS,47,,2025,12/3/2025 3:41:55 PM,12/3/2025 3:41:55 PM,-7078936.252,5565310.0916
23350721-c016-4990-8473-9fb89678cc9e,10119,TRFSDY15031,23RQ116,SPD,23SPD116.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD116.xlsx,ARMSTRONG CRT,CASTLE HILL RD,END,,,59,,7/20/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,44,,1825,5/24/2024 2:02:44 PM,7/11/2025 12:38:08 PM,-7087977.2154,5572122.6661
84f442a9-3bd8-4204-ab52-a2bf6fbc88ac,10120,TRFSDY19222,25RQ254,VOL,25VOL254.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/25VOL254.xlsx,PURCELLS COVE RD,ANCHOR DR,PINEHAVEN DR,,,1241,5/14/2025 12:00:00 AM,5/22/2025 12:00:00 AM,,RADAR,,,,,,7 DAYS,63,,7403,6/20/2025 12:20:03 PM,7/11/2025 12:38:08 PM,-7081683.6272,5564059.322
cabc7167-0455-47c8-8111-41898a099943,10121,TRFSDY17575,24RQ848,OBSV,,,SPRING AVE,CHRISTOPHER AVE,STEPHEN CROSS DR,,,442,12/3/2024 12:00:00 AM,12/3/2024 12:00:00 AM,2024,MIOVISION,TUES,,,,,7AM-7PM,,,,2/5/2025 11:58:41 AM,7/11/2025 12:38:08 PM,-7070935.9472,5571267.9194
33a3ede2-a238-4c26-9387-35e29801765d,10122,TRFSDY5269,15TM252,TMC,15TM252.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/15TM252.pdf,BEDROS LANE,LARRY UTECK BLVD,STARBOARD DR,,,,8/25/2015 12:00:00 AM,,2015,,,,Y,Y,Y,,,,,5/7/2019 12:13:35 PM,7/15/2025 5:13:53 PM,-7087293.144,5574175.6438
14bdf03b-82f0-4cea-82ec-fc80013dfc21,10123,TRFSDY15181,23RQ700,SPD,23SPD700.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD700.xlsx,EDWARD LAURIE DR,WEDGEWOOD,BEECHWOOD,,,48,,11/30/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,46,,161,5/24/2024 2:02:44 PM,7/11/2025 12:38:08 PM,-7088246.757,5570919.6228
d509c969-3fbf-4141-8bc2-a6be0d52ba4d,10124,TRFSDY15319,23RQ836,TMC,23TM836.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23TM836.pdf,LOWER WATER ST,BISHOP ST,,,,,,9/19/2023 12:00:00 AM,2023,MIOVISION,,,,,,48 HRS,,,,5/24/2024 2:02:44 PM,7/16/2025 5:39:25 PM,-7076523.3572,5565591.4378
d6132fe5-b7a5-427c-a86f-19c84ddb0ee4,10125,TRFSDY3754,16ATR114,VOL,16ATR114.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/16ATR114.pdf,LAURENTIDE DR,BAYVIEW RD,GATEWAY RD,,,12,,,2016,RT,,,,,,,,,150,5/7/2019 12:13:12 PM,7/11/2025 12:38:08 PM,-7084204.3628,5568979.949
faa63c9d-20da-4789-bbd4-6c8b3225eeaf,10126,TRFSDY8321,21SPD290,SPD,21SPD290.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/21SPD290.xlsx,RAVINES DR,SOUTHGATE DR,SOUTHGATE DR,,,38,6/14/2021 12:00:00 AM,6/22/2021 12:00:00 AM,2021,RADAR,MON,TUES,,,,,48,0,,4/27/2022 5:58:36 PM,7/11/2025 12:38:08 PM,-7088112.4441,5575348.6381
1a5b2ede-570b-47ed-b67e-c94ada7de059,10127,TRFSDY9086,21VOL846,SPD,21VOL846.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/21VOL846.xlsx,Argus Dr,Lancaster Dr (W),Fury Dr,,,,11/4/2021 12:00:00 AM,11/12/2021 12:00:00 AM,2021,ATR,,,,,,7 DAYS,51,,1130,5/18/2022 6:31:30 PM,7/11/2025 12:38:08 PM,-7076423.2847,5572849.9452
9c23832b-6e32-4aa2-9cef-5eabcdfb10e7,10128,TRFSDY7002,18CLS345,CLS,18CLS345.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/18CLS345.pdf,HIGHFIELD ST,SHEPHERD RD,PUNCH BOWL DR,,,,,,2018,,,,,,,,,,,5/23/2019 6:37:57 PM,9/2/2025 6:36:53 PM,-7081911.6444,5562976.8776
9e67ee0d-84df-4cf3-b087-3df42afcbd93,10129,TRFSDY15821,24RQ205,PED,24PED205.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24PED205.xlsx,PURCELLS COVE RD,MABOU AVE,BURNS DR,,,,4/26/2024 12:00:00 AM,4/27/2024 12:00:00 AM,2024,MIOVISION,,,,,,2 DAYS,,,,6/25/2024 6:48:02 PM,7/11/2025 12:38:08 PM,-7080707.2819,5563130.3364
65e96e24-97d4-429c-8267-94d0ce6b1d9b,10130,TRFSDY8298,21PED503,PED,21PED503.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/21PED503.pdf,COBEQUID RD,CIVIC 108,SOUTH SIDE OF INTERSECTION,,,,7/14/2021 12:00:00 AM,7/14/2021 12:00:00 AM,2021,MIOVISION,WED,WED,,,,,,0,,4/27/2022 5:58:36 PM,7/11/2025 12:38:08 PM,-7086805.7002,5583190.6707
a3a87cc4-6b9f-43a2-a53a-c30f7ba5565e,10131,TRFSDY19367,23RQ931,CLS,23CLS931.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23CLS931.pdf,WASHMILL LAKE DR,GRANDHAVEN BLVD,CHAIN LAKE DR,,,,11/28/2023 12:00:00 AM,11/28/2023 12:00:00 AM,,MIOVISION,TUES,,,,,24 HRS,,,16632,6/20/2025 12:20:03 PM,7/11/2025 12:38:08 PM,-7087159.7674,5566354.9001
a69ab01d-1852-4afe-9ba1-b625388de12d,10132,TRFSDY7342,19SPD282,SPD,19SPD282.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/19SPD282.pdf,EVANDALE LANE,ABBINGTON AVE,ABBINGTON AVE,,,51,10/16/2019 3:00:00 AM,10/24/2019 3:00:00 AM,2019,ATR,WED,THURS,,,,7 DAYS,45,,472,3/15/2021 4:45:51 PM,7/11/2025 12:38:08 PM,-7091546.5237,5575666.2695
117ef9f2-24e3-4a42-80da-6babcb84a8da,10133,TRFSDY16901,24RQ746,SPD,24SPD746.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/24SPD746.xlsx,MATADOR CRT,RANKIN DR,END,,,19,11/8/2024 12:00:00 AM,11/20/2024 12:00:00 AM,2024,RADAR,,,,,,7 DAYS,,,346,12/12/2024 3:29:59 PM,7/11/2025 12:38:08 PM,-7089171.7636,5586943.8367
8946910f-adc8-4fcf-a7fc-b8aa0a6cb63a,10134,TRFSDY15891,23RQ575,VOL,23VOL575.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL575.pdf,COMPTON AVE,ROBIE ST,WINDSOR ST,,,6053,7/26/2023 12:00:00 AM,8/1/2023 12:00:00 AM,2023,,,,,,,7 DAYS,42,,451,7/12/2024 11:52:10 AM,7/11/2025 12:38:08 PM,-7079198.5611,5566573.2891
1a9721da-c26d-4929-b595-ded9e4dfb97d,10135,TRFSDY4606,14TM046,TMC,14TM046.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/14TM046.pdf,HIGHWAY 7,HILLSBORO DR,MONTAGUE RD,,,,6/26/2014 12:00:00 AM,,2014,,,,Y,Y,Y,,,,,5/7/2019 12:13:35 PM,7/16/2025 1:26:06 PM,-7068014.5243,5574113.0372
0a0c2894-aab5-4713-ab66-db5cff1d51c0,10136,TRFSDY14926,23RQ600,VOL,23VOL600.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL600.xlsx,MELROSE AVE,WESTERWALD ST,ALEX ST,,,50,,5/30/2023 12:00:00 AM,2023,,,,,,,24HRS,,,945,5/24/2024 2:02:44 PM,7/11/2025 12:38:08 PM,-7083736.7952,5566860.5749
29460f42-fb01-4aa2-a0db-cf91ba946e0b,10137,TRFSDY9744,22TM390,TMC,22TM390.pdf,https://files.halifax.ca/open-data/documents/traffic_studies/22TM390.pdf,SPINNAKER DR,ANCHOR DR,,ANCHOR DR (NE),,,7/28/2022 12:00:00 AM,7/28/2022 12:00:00 AM,2022,MIOVISION,THURS,THURS,N,N,N,7AM-6PM,,0,0,4/5/2023 1:45:46 PM,7/11/2025 12:38:08 PM,-7081752.3587,5564644.5776
952c5d11-1e5b-44e3-b000-14d6acd04056,10138,TRFSDY14765,23RQ113,VOL,23VOL113.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23VOL113.xlsx,BASINVIEW DR,LEEDS ST,ROBIE ST,,,3730,,8/10/2023 12:00:00 AM,2023,RADAR,,,,,,7 DAYS,45,,323,5/24/2024 2:02:44 PM,7/11/2025 12:38:08 PM,-7081806.3603,5569214.276
728f4568-c32a-4e07-ae32-8ff955082bf9,10139,TRFSDY10145,23SPD057,SPD,23SPD057.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/23SPD057.xlsx,LAKEHILL DR,LOCHMOOR LANE,MONTAGUE RD,,,27,5/8/2023 12:00:00 AM,5/15/2023 12:00:00 AM,2023,RADAR,MON,MON,,,,7 DAYS,50,,694,6/1/2023 9:26:45 AM,7/11/2025 12:38:08 PM,-7069299.342,5575376.609
875c027a-e633-4eaa-bfe4-98ee88f9f76e,10140,TRFSDY9941,22SPD110,SPD,22SPD110.xlsx,https://files.halifax.ca/open-data/documents/traffic_studies/22SPD110.xlsx,DINGLE RD,,,ALL,,17,9/12/2022 12:00:00 AM,9/20/2022 12:00:00 AM,2022,RADAR,MON,TUES,,,,7 DAYS,38,0,967,4/5/2023 1:45:46 PM,7/11/2025 12:38:08 PM,-7080464.7699,5563644.2633
